OID,param,emissions
1029,Total,266.164001
1030,Total,327.992828
1031,Total,333.548004
1032,Total,273.958557
1035,Total,113.321289
1036,Total,137.80722
1037,Total,131.151031
1038,Total,121.829002
1039,Total,232.416046
1040,Total,220.772872
1041,Total,88.28791
1042,Total,124.254074
1043,Total,113.933647
1044,Total,284.476318
1045,Total,247.065322
1046,Total,422.309997
1047,Total,333.939514
1048,Total,69.392425
1049,Total,26.969312
1050,Total,7.824643
1051,Total,18.453615
1052,Total,8.46815
1053,Total,9.513058
1054,Total,580.97406
1055,Total,312.87622
1056,Total,325.380096
1057,Total,325.341125
1058,Total,418.131103
1059,Total,425.077453
1060,Total,428.89151
1061,Total,333.276489
1062,Total,473.203155
1063,Total,450.307495
1064,Total,354.455017
1065,Total,258.671264
1066,Total,236.860076
1067,Total,221.915115
1068,Total,267.741882
1069,Total,311.478088
1070,Total,97.976814
1072,Total,135.151702
1073,Total,266.581451
1074,Total,191.674972
1075,Total,317.336853
1076,Total,173.773742
1077,Total,141.26387
1078,Total,167.815155
1079,Total,84.55651
1080,Total,109.993255
1081,Total,202.20642
1082,Total,286.745056
1083,Total,315.836608
1084,Total,248.756362
1085,Total,345.584716
1086,Total,46.491722
1087,Total,13.296449
1088,Total,8.938246
1089,Total,18.133373
1090,Total,9.729239
1092,Total,483.565338
1093,Total,312.912475
1094,Total,297.644775
1095,Total,406.913055
1096,Total,404.586151
1097,Total,484.370635
1098,Total,541.665527
1099,Total,461.003601
1100,Total,388.830932
1101,Total,405.743377
1102,Total,273.390594
1103,Total,315.733337
1104,Total,301.635955
1105,Total,346.89215
1106,Total,317.805389
1107,Total,133.557342
1110,Total,323.962951
1111,Total,296.701354
1112,Total,214.441909
1113,Total,277.012817
1114,Total,27.008125
1116,Total,34.835262
1117,Total,257.538116
1118,Total,82.944732
1119,Total,241.234619
1120,Total,240.497497
1121,Total,354.272979
1122,Total,247.95549
1123,Total,227.453643
1124,Total,52.45705
1125,Total,13.296449
1126,Total,8.938246
1127,Total,18.133373
1128,Total,9.729239
1129,Total,483.565338
1130,Total,316.31427
1131,Total,300.973785
1132,Total,326.76062
1133,Total,399.416748
1134,Total,528.989685
1135,Total,618.036071
1136,Total,629.946899
1137,Total,523.840026
1138,Total,510.719726
1139,Total,329.875061
1140,Total,151.706573
1141,Total,147.343063
1142,Total,102.667541
1143,Total,81.732215
1144,Total,84.733116
1145,Total,344.175598
1146,Total,308.237365
1147,Total,324.248474
1148,Total,363.472534
1149,Total,194.061325
1150,Total,227.340927
1153,Total,173.584182
1154,Total,226.286712
1155,Total,166.775939
1156,Total,294.223907
1157,Total,223.150787
1158,Total,183.533325
1159,Total,233.352828
1160,Total,242.707092
1161,Total,235.248092
1162,Total,52.45705
1163,Total,18.45399
1164,Total,9.934705
1165,Total,24.804023
1166,Total,510.560028
1167,Total,316.31427
1168,Total,300.973785
1169,Total,326.76062
1170,Total,399.416748
1171,Total,528.989685
1172,Total,618.036071
1173,Total,629.946899
1174,Total,523.840026
1175,Total,510.719726
1176,Total,329.875061
1177,Total,151.706573
1178,Total,147.343063
1179,Total,102.667541
1180,Total,57.045722
1181,Total,182.094528
1182,Total,348.832641
1183,Total,328.182861
1184,Total,331.837036
1185,Total,378.485229
1186,Total,194.061325
1187,Total,227.340927
1190,Total,173.584182
1191,Total,226.286712
1192,Total,166.775939
1193,Total,294.223907
1194,Total,223.150787
1195,Total,183.533325
1196,Total,233.352828
1197,Total,242.707092
