OID,param,emissions
1152,Total,76.492698
1153,Total,130.738128
1154,Total,258.304351
1155,Total,145.532836
1156,Total,155.871139
1157,Total,146.43811
1158,Total,84.697746
1159,Total,56.129413
1160,Total,52.565559
1161,Total,43.58353
1162,Total,2.643224
1163,Total,4.608354
1164,Total,0.588875
1165,Total,1.695246
1166,Total,53.826293
1167,Total,538.346923
1168,Total,598.792724
1169,Total,720.670227
1170,Total,524.416503
1171,Total,626.644531
1172,Total,390.296997
1173,Total,343.94342
1174,Total,326.548522
1175,Total,495.227966
1176,Total,346.569549
1177,Total,144.212768
1178,Total,92.598869
1179,Total,73.736831
1180,Total,30.570074
1181,Total,137.518661
1182,Total,158.443771
1183,Total,146.34143
1184,Total,186.441604
1185,Total,110.900009
1186,Total,90.380294
1187,Total,97.407417
1189,Total,76.492698
1190,Total,130.738128
1191,Total,258.304351
1192,Total,145.532836
1193,Total,155.871139
1194,Total,146.43811
1195,Total,84.697746
1196,Total,56.129413
1197,Total,52.565559
1198,Total,43.58353
1199,Total,75.43972
1200,Total,427.707885
1201,Total,551.543273
1202,Total,565.762573
1203,Total,468.426269
1204,Total,531.892211
1205,Total,327.795471
1206,Total,462.983703
1207,Total,69.13491
1208,Total,87.151832
1209,Total,53.447616
1210,Total,206.53897
1211,Total,165.891494
1212,Total,30.570074
1213,Total,137.518661
1214,Total,158.443771
1215,Total,146.34143
1216,Total,186.441604
1217,Total,110.900009
1218,Total,102.357162
1219,Total,57.889213
1220,Total,42.418605
1221,Total,94.347625
1222,Total,126.293815
1223,Total,206.615493
1224,Total,229.3833
1225,Total,85.13314
1226,Total,119.574043
1227,Total,78.890754
1228,Total,73.914947
1229,Total,48.043373
1230,Total,38.753585
1231,Total,52.138332
1232,Total,463.03543
1233,Total,691.611511
1234,Total,529.119934
1235,Total,214.573287
1236,Total,54.325107
1237,Total,60.219295
1238,Total,67.932106
1239,Total,238.690582
1240,Total,337.624572
1241,Total,250.41481
1242,Total,206.173461
1243,Total,35.982326
1244,Total,178.366363
1245,Total,211.390426
1246,Total,141.042388
1247,Total,145.675262
1248,Total,116.917625
1249,Total,106.814651
1250,Total,67.302375
1251,Total,217.272613
1252,Total,158.491027
1253,Total,107.86235
1254,Total,163.78276
1255,Total,194.005035
1256,Total,127.049537
1257,Total,163.081649
1258,Total,99.292976
1259,Total,52.771469
1260,Total,47.647026
1261,Total,27.290212
1262,Total,17.096752
1263,Total,18.559705
1264,Total,62.440238
1265,Total,47.214179
1266,Total,455.159423
1267,Total,565.644226
1268,Total,541.987304
1269,Total,363.857696
1270,Total,361.499938
1271,Total,461.419799
1272,Total,466.56369
1273,Total,462.597473
1274,Total,336.896026
1275,Total,270.197418
1276,Total,210.123703
1277,Total,41.303009
1278,Total,68.446166
1279,Total,118.095993
1280,Total,142.92485
1281,Total,74.438217
1282,Total,78.405998
1283,Total,73.481903
1284,Total,100.282226
1285,Total,141.114379
1286,Total,115.385704
1287,Total,158.944717
1288,Total,132.114471
1289,Total,140.01506
1290,Total,87.273841
1291,Total,184.554351
1292,Total,157.496978
1293,Total,54.731483
1294,Total,56.286273
1295,Total,58.035793
1296,Total,53.633766
1297,Total,66.641738
1298,Total,13.505931
1299,Total,18.928581
1300,Total,18.981857
1301,Total,62.833305
1302,Total,169.499145
1303,Total,49.284599
1304,Total,87.205772
1305,Total,138.769531
1306,Total,293.253112
1307,Total,475.734008
1308,Total,420.610046
1309,Total,457.140167
1310,Total,263.961486
1311,Total,321.752258
1312,Total,242.853927
1313,Total,212.733566
1314,Total,38.315147
1315,Total,110.124168
1316,Total,129.93399
1317,Total,135.372879
1318,Total,81.819534
1319,Total,65.419639
1320,Total,65.167114
1321,Total,80.121734
1322,Total,112.697952
1323,Total,96.282279
1324,Total,136.277526
1325,Total,130.05664
1326,Total,152.168045
1327,Total,223.756835
1328,Total,97.838897
1329,Total,130.082672
1330,Total,42.666893
1331,Total,50.37413
1332,Total,63.65398
1333,Total,128.628799
1334,Total,69.503509
1335,Total,66.715003
1336,Total,79.26081
1337,Total,57.102191
1338,Total,16.081983
1339,Total,17.77061
1340,Total,16.402862
1341,Total,25.82777
1342,Total,289.873565
1343,Total,556.519897
1344,Total,339.158233
1345,Total,338.911376
1346,Total,316.135467
1347,Total,326.741912
1348,Total,441.068389
1349,Total,366.637817
1350,Total,197.647415
1351,Total,231.765441
1352,Total,213.632003
1353,Total,107.022659
1354,Total,70.439025
1355,Total,226.113327
1356,Total,258.820404
1357,Total,67.805389
1358,Total,116.687263
1359,Total,52.606033
1360,Total,73.059768
1361,Total,91.37339
1362,Total,139.183868
1363,Total,100.960968
1364,Total,140.39624
1365,Total,160.528503
1366,Total,150.421401
1367,Total,110.642517
1368,Total,50.566699
1369,Total,6.688084
1370,Total,24.421396
1371,Total,75.778907
1372,Total,153.86975
1373,Total,75.886009
1374,Total,78.146682
1375,Total,102.844184
1376,Total,46.677322
1377,Total,57.063316
1378,Total,13.120138
1379,Total,37.011672
1380,Total,32.522628
1381,Total,24.890933
1382,Total,34.660861
1383,Total,33.475559
1384,Total,515.392822
1385,Total,467.993011
1386,Total,391.249237
1387,Total,324.644073
1388,Total,336.69873
1389,Total,213.895843
1390,Total,354.084899
1391,Total,229.168365
1392,Total,142.910797
1393,Total,190.320022
1394,Total,184.297744
1395,Total,200.970764
