OID,param,emissions
838,Total,8.469134
839,Total,6.913018
840,Total,26.607919
841,Total,24.992652
842,Total,15.110465
843,Total,6.77716
844,Total,7.866873
845,Total,20.876646
846,Total,8.90831
847,Total,6.73954
848,Total,7.177803
849,Total,12.393195
850,Total,5.17453
851,Total,23.334217
852,Total,25.474912
853,Total,112.330596
854,Total,126.533866
855,Total,16.987613
856,Total,18.207191
857,Total,15.518096
858,Total,14.909429
859,Total,20.853294
860,Total,15.972684
861,Total,11.108913
862,Total,10.430797
863,Total,13.679378
864,Total,7.055171
865,Total,6.452319
866,Total,5.370324
867,Total,7.279065
868,Total,8.749548
869,Total,14.19519
870,Total,11.823435
871,Total,18.142465
872,Total,16.775423
873,Total,53.521354
874,Total,47.1772
875,Total,38.048496
876,Total,25.99761
877,Total,23.966316
878,Total,12.055524
879,Total,9.873994
880,Total,6.360531
881,Total,7.772838
882,Total,28.041587
883,Total,30.774211
884,Total,17.019445
885,Total,92.362449
886,Total,6.082314
887,Total,7.072339
888,Total,4.225893
889,Total,11.226475
890,Total,9.686382
891,Total,7.374481
892,Total,5.60907
893,Total,2.064062
894,Total,1.866839
895,Total,28.621141
896,Total,26.885795
897,Total,15.463093
898,Total,14.428749
899,Total,16.949714
900,Total,17.078433
901,Total,13.862073
902,Total,16.900615
903,Total,19.648534
904,Total,14.827011
905,Total,13.807581
906,Total,13.99927
907,Total,9.913143
908,Total,15.684822
909,Total,6.60375
910,Total,5.19397
911,Total,4.740585
912,Total,5.657296
913,Total,15.255367
914,Total,24.335092
915,Total,16.513568
916,Total,7.429736
917,Total,5.356253
920,Total,8.623371
921,Total,11.109886
922,Total,12.560699
923,Total,13.644178
924,Total,18.486133
925,Total,6.53283
926,Total,6.845878
927,Total,22.160715
928,Total,11.420084
929,Total,4.670109
930,Total,5.487954
931,Total,5.679941
932,Total,4.091588
933,Total,8.226104
934,Total,5.75471
935,Total,3.041509
936,Total,1.470956
937,Total,2.293126
938,Total,28.813714
939,Total,14.635748
940,Total,15.794762
941,Total,11.210157
942,Total,5.972563
943,Total,11.204067
944,Total,13.71348
945,Total,17.561214
946,Total,17.563154
947,Total,15.424711
948,Total,17.440431
949,Total,8.955831
950,Total,8.248636
951,Total,12.030021
952,Total,7.618819
953,Total,17.163352
954,Total,19.893529
955,Total,19.446531
956,Total,7.613387
957,Total,7.567595
960,Total,6.627815
961,Total,9.312794
962,Total,8.75913
963,Total,10.22353
964,Total,10.312664
965,Total,16.810245
966,Total,16.74439
967,Total,20.939313
968,Total,76.930358
969,Total,19.911596
970,Total,6.72985
971,Total,6.751111
972,Total,5.392184
973,Total,3.092254
974,Total,5.295336
975,Total,2.513327
976,Total,2.557505
977,Total,2.20294
978,Total,2.067504
979,Total,25.953384
980,Total,23.453638
981,Total,16.524744
982,Total,9.540225
983,Total,9.068504
984,Total,14.322367
985,Total,16.560386
986,Total,17.649461
987,Total,14.604072
988,Total,9.310209
989,Total,18.305765
990,Total,8.372586
991,Total,8.226225
992,Total,9.608173
993,Total,10.021566
994,Total,16.44329
995,Total,17.445644
998,Total,9.736227
999,Total,4.319859
1000,Total,8.216051
1001,Total,6.732761
1002,Total,12.138968
1003,Total,7.161841
1004,Total,7.931496
1005,Total,9.147547
1006,Total,11.319997
1007,Total,13.441596
1008,Total,62.214778
1009,Total,38.798618
1010,Total,5.896888
1011,Total,3.116844
1012,Total,1.256935
1013,Total,0.810853
1014,Total,0.96734
1015,Total,1.63399
1016,Total,28.473531
1017,Total,16.075183
1018,Total,10.020556
1019,Total,13.566157
1020,Total,11.732637
1021,Total,14.678059
1022,Total,14.102187
1023,Total,8.752163
1024,Total,12.189653
1025,Total,15.391324
1026,Total,9.019595
1027,Total,10.628149
1028,Total,9.704555
1029,Total,12.570323
1030,Total,11.225034
1031,Total,13.459643
1032,Total,16.036548
1035,Total,8.230179
1036,Total,8.94618
1037,Total,8.576339
1038,Total,16.949699
1039,Total,19.49019
1040,Total,7.058519
1041,Total,7.221518
1042,Total,10.8864
1043,Total,17.141223
1044,Total,14.608171
1045,Total,16.915063
1046,Total,21.836771
1047,Total,21.245754
1048,Total,4.590389
1049,Total,3.527522
1050,Total,0.613885
1051,Total,0.421937
1052,Total,0.445142
1053,Total,0.479544
1054,Total,20.620748
1055,Total,19.704893
1056,Total,16.269948
1057,Total,11.919143
1058,Total,10.174449
1059,Total,14.789214
1060,Total,16.123422
1061,Total,16.205801
1062,Total,15.409891
1063,Total,15.859313
1064,Total,13.245729
1065,Total,10.855722
1066,Total,9.124393
1067,Total,8.511999
1068,Total,17.645866
1069,Total,11.158799
1070,Total,7.84917
1072,Total,16.639225
1073,Total,16.610132
1074,Total,7.662077
1075,Total,7.674354
1076,Total,13.987933
1077,Total,63.562091
1078,Total,43.621433
1079,Total,13.744098
1080,Total,6.127233
1081,Total,9.479997
1082,Total,14.480423
1083,Total,15.247029
1084,Total,17.327957
1085,Total,24.428323
1086,Total,3.907402
1087,Total,1.852481
1088,Total,0.654882
1089,Total,0.552334
1090,Total,0.576638
1091,Total,0.76298
1092,Total,22.631267
1093,Total,22.274221
1094,Total,19.109285
1095,Total,18.787998
1096,Total,20.069864
1097,Total,18.510692
1098,Total,22.470724
1099,Total,23.885278
1100,Total,11.964068
1101,Total,12.393762
1102,Total,10.315568
1103,Total,9.742738
1104,Total,8.81759
1105,Total,14.671785
1106,Total,12.926975
1107,Total,4.868151
1110,Total,13.643792
1111,Total,6.43234
1112,Total,7.282571
1113,Total,14.47369
1114,Total,212.752212
1116,Total,54.981334
1117,Total,10.700613
1118,Total,13.692358
1119,Total,9.029009
1120,Total,16.289325
1121,Total,22.30672
1122,Total,21.677778
1123,Total,22.361072
1124,Total,2.728732
1125,Total,1.852481
1126,Total,0.654882
1127,Total,0.552334
1128,Total,0.576638
1129,Total,22.631267
1130,Total,15.710221
1131,Total,20.140211
1132,Total,24.215423
1133,Total,19.022001
1134,Total,19.502637
1135,Total,23.924942
1136,Total,22.86034
1137,Total,11.205713
1138,Total,11.610483
1139,Total,7.624406
1140,Total,6.823551
1141,Total,14.504673
1142,Total,10.258584
1143,Total,8.492849
1144,Total,4.786285
1145,Total,12.448184
1146,Total,7.318405
1147,Total,11.246601
1148,Total,18.260709
1149,Total,11.332591
1150,Total,22.907119
1152,Total,264.741027
1153,Total,16.325458
1154,Total,16.093559
1155,Total,13.719274
1156,Total,8.935984
1157,Total,9.514053
1158,Total,8.69697
1159,Total,19.249603
1160,Total,27.152454
1161,Total,13.826184
1162,Total,2.728732
1163,Total,1.491845
1164,Total,1.239816
1165,Total,1.644834
1166,Total,23.684648
1167,Total,15.710221
1168,Total,20.140211
1169,Total,24.215423
1170,Total,19.022001
1171,Total,19.502637
1172,Total,23.924942
1173,Total,22.86034
1174,Total,11.205713
1175,Total,11.610483
1176,Total,7.624406
1177,Total,6.823551
1178,Total,14.504673
1179,Total,10.258584
1180,Total,7.297206
1181,Total,6.889158
1182,Total,7.227671
1183,Total,8.991793
1184,Total,12.033541
1185,Total,7.363006
1186,Total,11.332591
1187,Total,22.907119
1189,Total,264.741027
1190,Total,16.325458
1191,Total,16.093559
1192,Total,13.719274
1193,Total,8.935984
1194,Total,9.514053
1195,Total,8.69697
1196,Total,19.249603
1197,Total,27.152454
1198,Total,13.826184
1199,Total,26.031227
1200,Total,17.413227
1201,Total,20.591434
1202,Total,20.755657
1203,Total,21.251737
1204,Total,16.028917
1205,Total,17.947685
1206,Total,8.277074
1207,Total,12.2832
1208,Total,7.600567
1209,Total,7.037558
1210,Total,9.351667
1211,Total,7.586447
1212,Total,7.297206
1213,Total,6.889158
1214,Total,7.227671
1215,Total,8.991793
1216,Total,12.033541
1217,Total,7.363006
1218,Total,12.79013
1219,Total,27.864612
1220,Total,85.905578
1221,Total,35.331283
1222,Total,10.711629
1223,Total,14.352716
1224,Total,20.911067
1225,Total,15.723009
1226,Total,9.530347
1227,Total,9.077896
1228,Total,12.596276
1229,Total,8.359799
1230,Total,10.538949
1231,Total,22.767263
1232,Total,15.463618
1233,Total,15.230831
1234,Total,20.240678
1235,Total,16.745204
1236,Total,14.973855
1237,Total,5.667627
1238,Total,6.571513
1239,Total,13.298006
1240,Total,6.862389
1241,Total,8.123643
1242,Total,7.844973
1243,Total,3.223069
1244,Total,7.182361
1245,Total,8.802517
1246,Total,8.982738
1247,Total,7.284327
1248,Total,9.68282
1249,Total,12.770423
1250,Total,35.819744
1251,Total,58.631526
1252,Total,20.418167
1253,Total,8.146183
1254,Total,17.57265
1255,Total,24.39134
1256,Total,11.745588
1257,Total,19.722557
1258,Total,24.980281
1259,Total,8.46641
1260,Total,17.30603
1261,Total,7.721889
1262,Total,17.606002
1263,Total,11.169604
1264,Total,26.307228
1265,Total,22.125076
1266,Total,13.009127
1267,Total,12.711685
1268,Total,9.394146
1269,Total,6.727139
1270,Total,11.98856
1271,Total,14.449665
1272,Total,9.407214
1273,Total,15.518693
1274,Total,13.327317
1275,Total,11.22792
1276,Total,7.911262
1277,Total,3.054215
1278,Total,5.973882
1279,Total,7.43063
1280,Total,6.40568
1281,Total,5.419192
1282,Total,5.891508
1283,Total,14.339124
1284,Total,25.606925
1285,Total,26.884838
1286,Total,13.281488
1287,Total,9.111103
1288,Total,8.377367
1289,Total,14.867012
1290,Total,15.092226
1291,Total,17.52705
1292,Total,20.300649
1293,Total,13.535591
1294,Total,14.062447
1295,Total,9.106695
1296,Total,7.700821
1297,Total,25.615819
1298,Total,8.927425
1299,Total,16.653892
1300,Total,19.838106
1301,Total,28.822372
1302,Total,6.177437
1303,Total,5.729836
1304,Total,11.327415
1305,Total,4.572076
1306,Total,9.109491
1307,Total,8.468448
1308,Total,15.509253
1309,Total,13.327227
1310,Total,16.207094
1311,Total,13.866703
1312,Total,13.466012
1313,Total,11.481087
1314,Total,5.337006
1315,Total,11.493543
1316,Total,6.765489
1317,Total,6.739276
1318,Total,7.500207
1319,Total,9.032896
1320,Total,9.605469
1321,Total,6.567672
1322,Total,21.297702
1323,Total,14.49817
1324,Total,8.333926
1325,Total,9.047011
1326,Total,9.350967
1327,Total,23.257938
1328,Total,10.933606
1329,Total,13.153139
1330,Total,7.832661
1331,Total,8.277245
1332,Total,6.453585
1333,Total,13.26563
1334,Total,11.094783
1335,Total,9.463048
1336,Total,8.251832
1337,Total,5.513985
1338,Total,10.146432
1339,Total,14.052384
1340,Total,9.399323
1341,Total,26.052001
1342,Total,15.169284
1343,Total,16.778938
1344,Total,14.247135
1345,Total,19.794422
1346,Total,12.432632
1347,Total,13.690165
1348,Total,9.354089
1349,Total,15.37319
1350,Total,18.930387
1351,Total,19.112285
1352,Total,14.006647
1353,Total,8.361626
1354,Total,5.254074
1355,Total,11.378799
1356,Total,12.632988
1357,Total,6.233129
1358,Total,11.613371
1359,Total,7.43319
1360,Total,8.675477
1361,Total,8.490422
1362,Total,12.966903
1363,Total,7.229959
1364,Total,12.050839
1365,Total,8.256202
1366,Total,10.600831
1367,Total,19.071395
1368,Total,10.869319
1369,Total,4.130845
1370,Total,4.090921
1371,Total,6.961103
1372,Total,9.982127
1373,Total,5.760831
1374,Total,10.419748
1375,Total,10.231859
1376,Total,6.000878
1377,Total,4.861316
1378,Total,10.10425
1379,Total,2.784318
1380,Total,18.038877
1381,Total,20.442268
1382,Total,19.47698
1383,Total,18.928636
1384,Total,21.856367
1385,Total,18.543035
1386,Total,18.201362
1387,Total,11.678041
1388,Total,12.153753
1389,Total,12.747484
